,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
445,Michael Curry,MIL,29.0,195.58,102.965384,Georgia Southern,USA,Undrafted,Undrafted,Undrafted,82,6.6,1.2,1.7,-3.9,0.016,0.045,0.134,0.5479999999999999,0.11699999999999999,1997-98
446,Matt Maloney,HOU,26.0,190.5,90.7184,Pennsylvania,USA,Undrafted,Undrafted,Undrafted,78,8.6,1.8,2.8,-1.9,0.009000000000000001,0.065,0.151,0.539,0.151,1997-98
447,Maurice Taylor,LAC,21.0,205.74,117.93392,Michigan,USA,1997,1,14,71,11.5,4.2,0.7,-9.5,0.08900000000000001,0.136,0.262,0.521,0.069,1997-98
448,Michael Cage,NJN,36.0,205.74,112.490816,San Diego State,USA,1984,1,14,79,1.3,3.9,0.4,2.4,0.106,0.203,0.046,0.531,0.038,1997-98
449,Mark West,IND,37.0,208.28,111.58363200000001,Old Dominion,USA,1983,2,30,15,1.5,1.0,0.1,-4.5,0.067,0.10300000000000001,0.135,0.486,0.036000000000000004,1997-98
450,Matt Geiger,CHH,28.0,215.9,111.13004,Georgia Tech,USA,1992,2,42,78,11.3,6.7,1.0,-1.1,0.128,0.214,0.231,0.544,0.076,1997-98
451,Mark Strickland,MIA,27.0,208.28,99.79024,Temple,USA,Undrafted,Undrafted,Undrafted,51,6.8,4.2,0.5,1.3,0.10800000000000001,0.17800000000000002,0.18899999999999997,0.5710000000000001,0.052000000000000005,1997-98
452,Mahmoud Abdul-Rauf,SAC,29.0,185.42,73.481904,Louisiana State,USA,1990,1,3,31,7.3,1.2,1.9,-6.4,0.012,0.067,0.24600000000000002,0.405,0.195,1997-98
453,Mark Pope,IND,25.0,208.28,106.59411999999999,Kentucky,USA,1996,2,52,28,1.4,0.9,0.3,-0.2,0.055999999999999994,0.115,0.145,0.402,0.062,1997-98
454,Mark Jackson,IND,33.0,190.5,83.91452,St. John's (NY),USA,1987,1,18,82,8.3,3.9,8.7,10.2,0.035,0.11599999999999999,0.166,0.501,0.44299999999999995,1997-98
455,Mark Hendrickson,SAC,24.0,205.74,99.79024,Washington State,USA,1996,2,31,48,3.4,3.0,0.9,-7.6,0.049,0.16399999999999998,0.125,0.46799999999999997,0.086,1997-98
456,Mark Davis,PHI,25.0,200.66,95.25432,Texas Tech,USA,1995,2,48,71,4.0,2.2,1.0,-4.4,0.079,0.11699999999999999,0.185,0.489,0.141,1997-98
457,Mark Bryant,PHX,33.0,205.74,111.13004,Seton Hall,USA,1988,1,21,70,4.2,3.5,0.7,6.5,0.106,0.16,0.134,0.545,0.059000000000000004,1997-98
458,Mario Elie,HOU,34.0,195.58,95.25432,American International,USA,1985,7,160,73,8.4,2.1,3.0,-0.6,0.024,0.069,0.145,0.575,0.17300000000000001,1997-98
459,Mario Bennett,LAL,24.0,205.74,106.59411999999999,Arizona State,USA,1995,1,27,45,3.9,2.8,0.4,5.0,0.16399999999999998,0.207,0.201,0.573,0.084,1997-98
460,Marcus Camby,TOR,24.0,210.82,99.79024,Massachusetts,USA,1996,1,2,63,12.1,7.4,1.8,-7.5,0.106,0.151,0.217,0.44799999999999995,0.095,1997-98
461,Malik Sealy,DET,28.0,203.2,90.7184,St. John's (NY),USA,1992,1,14,77,7.7,2.8,1.3,4.2,0.035,0.126,0.187,0.505,0.10800000000000001,1997-98
462,Malik Rose,SAS,23.0,200.66,113.398,Drexel,USA,1996,2,44,53,3.0,1.7,0.4,-6.8,0.10400000000000001,0.131,0.212,0.485,0.086,1997-98
463,Randy Livingston,ATL,23.0,193.04,95.25432,Louisiana State,USA,1996,2,42,12,0.8,0.5,0.4,-5.0,0.013000000000000001,0.063,0.10400000000000001,0.35200000000000004,0.10400000000000001,1997-98
464,Mark Price,ORL,34.0,182.88,81.64656,Georgia Tech,USA,1986,2,25,63,9.5,2.0,4.7,-3.1,0.019,0.086,0.23,0.518,0.363,1997-98
465,Michael Finley,DAL,25.0,200.66,97.52228000000001,Wisconsin,USA,1995,1,21,82,21.5,5.3,4.9,-6.7,0.048,0.096,0.256,0.522,0.222,1997-98
466,Nick Van Exel,LAL,26.0,185.42,86.18248,Cincinnati,USA,1993,2,37,64,13.8,3.0,6.9,8.1,0.017,0.08800000000000001,0.198,0.5379999999999999,0.335,1997-98
467,Michael McDonald,CHH,29.0,208.28,105.23334399999999,New Orleans,USA,1995,2,55,1,0.0,1.0,0.0,-71.4,0.25,0.0,0.25,0.0,0.0,1997-98
468,Lucious Harris,NJN,27.0,195.58,92.98635999999999,Long Beach State,USA,1993,2,28,50,3.8,1.0,0.8,2.0,0.036000000000000004,0.057,0.14800000000000002,0.475,0.098,1997-98
469,Randy Brown,CHI,30.0,187.96,86.636072,New Mexico State,USA,1991,2,31,71,4.1,1.3,2.1,3.0,0.033,0.061,0.157,0.428,0.207,1997-98
470,Priest Lauderdale,DEN,24.0,223.52,147.4174,Central State (OH),USA,1996,1,28,39,3.7,2.6,0.5,-6.2,0.09300000000000001,0.251,0.268,0.46,0.121,1997-98
471,Popeye Jones,TOR,28.0,203.2,120.20188,Murray State,USA,1992,2,41,14,8.6,7.3,1.3,-1.4,0.151,0.183,0.184,0.44299999999999995,0.08199999999999999,1997-98
472,Pooh Richardson,LAC,32.0,185.42,81.64656,UCLA,USA,1989,1,10,69,4.2,1.4,3.3,-12.8,0.015,0.07200000000000001,0.14400000000000002,0.41100000000000003,0.28,1997-98
473,Pete Myers,NYK,34.0,198.12,81.64656,Arkansas-Little Rock,USA,1986,6,120,9,1.6,1.1,0.3,6.8,0.14300000000000002,0.14300000000000002,0.198,0.5539999999999999,0.158,1997-98
474,Pete Chilcutt,VAN,29.0,208.28,108.86208,North Carolina,USA,1991,1,27,82,4.9,3.7,1.3,-8.3,0.063,0.191,0.138,0.526,0.11199999999999999,1997-98
475,Pervis Ellison,BOS,31.0,205.74,95.25432,Louisville,USA,1989,1,1,33,3.0,3.3,0.9,0.8,0.131,0.163,0.11,0.589,0.102,1997-98
476,Patrick Ewing,NYK,35.0,213.36,115.66596000000001,Georgetown,Jamaica,1985,1,1,26,20.8,10.2,1.1,6.6,0.083,0.278,0.303,0.557,0.065,1997-98
477,P.J. Brown,MIA,28.0,210.82,108.86208,Louisiana Tech,USA,1992,2,29,74,9.6,8.6,1.4,8.0,0.121,0.193,0.154,0.522,0.071,1997-98
478,Otis Thorpe,SAC,35.0,208.28,111.58363200000001,Providence,USA,1984,1,9,74,10.2,7.3,3.0,-12.5,0.079,0.19899999999999998,0.18100000000000002,0.515,0.168,1997-98
479,Michael Jordan,CHI,35.0,198.12,97.975872,North Carolina,USA,1984,1,3,82,28.7,5.8,3.5,8.5,0.047,0.125,0.336,0.5329999999999999,0.174,1997-98
480,Othella Harrington,HOU,24.0,205.74,106.59411999999999,Georgetown,USA,1996,2,30,58,6.0,3.6,0.4,-7.3,0.099,0.183,0.182,0.547,0.047,1997-98
481,Olden Polynice,SAC,33.0,213.36,113.398,Virginia,USA,1987,1,8,70,7.9,6.3,1.5,-5.9,0.126,0.218,0.207,0.46399999999999997,0.122,1997-98
482,Nick Anderson,ORL,30.0,198.12,103.418976,Illinois,USA,1989,1,11,58,15.3,5.1,2.1,0.1,0.066,0.13699999999999998,0.249,0.529,0.135,1997-98
483,Nate McMillan,SEA,33.0,195.58,95.25432,North Carolina State,USA,1986,2,30,18,3.4,2.2,3.1,10.4,0.055,0.13699999999999998,0.136,0.46,0.29600000000000004,1997-98
484,Muggsy Bogues,GSW,33.0,160.02,63.956472,Wake Forest,USA,1987,1,12,61,5.7,2.2,5.4,-8.4,0.02,0.07400000000000001,0.129,0.49200000000000005,0.344,1997-98
485,Mookie Blaylock,ATL,31.0,185.42,83.91452,Oklahoma,USA,1989,1,12,70,13.2,4.9,6.7,8.4,0.037000000000000005,0.11,0.20199999999999999,0.462,0.28800000000000003,1997-98
486,Monty Williams,SAS,26.0,203.2,102.0582,Notre Dame,USA,1994,1,24,72,6.3,2.5,1.2,0.7,0.064,0.091,0.188,0.505,0.115,1997-98
487,Mitchell Butler,CLE,27.0,195.58,95.25432,UCLA,USA,Undrafted,Undrafted,Undrafted,18,2.1,1.2,1.0,2.0,0.036000000000000004,0.08900000000000001,0.129,0.36,0.15,1997-98
488,Mitch Richmond,SAC,33.0,195.58,97.52228000000001,Kansas State,USA,1988,1,5,70,23.2,3.3,4.0,-2.6,0.021,0.079,0.276,0.569,0.19899999999999998,1997-98
489,Micheal Williams,MIN,31.0,187.96,79.3786,Baylor,USA,1988,2,48,25,2.6,0.6,1.3,0.4,0.015,0.077,0.209,0.512,0.299,1997-98
490,Michael Stewart,SAC,23.0,208.28,104.32616,California,USA,Undrafted,Undrafted,Undrafted,81,4.6,6.6,0.8,-3.0,0.125,0.21100000000000002,0.12,0.486,0.054000000000000006,1997-98
491,Michael Smith,VAN,26.0,203.2,104.32616,Providence,USA,1994,2,35,48,5.2,6.4,1.8,-6.6,0.129,0.20600000000000002,0.12300000000000001,0.524,0.121,1997-98
492,Oliver Miller,TOR,28.0,205.74,147.4174,Arkansas,USA,1992,1,22,64,6.3,6.3,3.1,-9.9,0.099,0.177,0.149,0.485,0.187,1997-98
493,Luc Longley,CHI,29.0,218.44,132.448864,New Mexico,USA,1991,1,7,58,11.4,5.9,2.8,7.5,0.075,0.151,0.212,0.49200000000000005,0.151,1997-98
494,Kerry Kittles,NJN,24.0,195.58,81.19296800000001,Villanova,USA,1996,1,8,77,17.2,4.7,2.3,1.9,0.051,0.1,0.21,0.525,0.10400000000000001,1997-98
495,Lorenzo Williams,WAS,28.0,205.74,90.7184,Stetson,USA,Undrafted,Undrafted,Undrafted,14,1.9,1.9,0.2,-18.2,0.152,0.11,0.076,0.727,0.039,1997-98
496,Keith Booth,CHI,23.0,198.12,102.511792,Maryland,USA,1997,1,28,6,1.7,0.7,0.2,-10.0,0.1,0.125,0.23600000000000002,0.579,0.077,1997-98
497,Keith Askins,MIA,30.0,203.2,101.604608,Alabama,USA,Undrafted,Undrafted,Undrafted,46,2.4,2.2,0.6,5.5,0.051,0.13,0.10800000000000001,0.426,0.065,1997-98
498,Kebu Stewart,PHI,24.0,203.2,108.40848799999999,Cal State-Bakersfield,USA,1997,2,35,15,2.7,2.1,0.1,11.7,0.087,0.212,0.17300000000000001,0.541,0.03,1997-98
